,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
35,기아,뉴모닝,LX 고급형 블랙프리미엄,2100000,10년09월(11년형),"160,000km",가솔린,오토,정보없음,경차,999cc,회색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,기아,all new 모닝,스마트 바이퓨얼,4300000,13년04월(13년형),"122,198km",LPG,오토,14.0Km,경차,998cc,검정색,없음,없음,없음,사고없음,없음,없음,있음,5회,많음,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,기아,all new 모닝,스마트,3800000,14년04월(15년형),"98,000km",가솔린,오토,정보없음,경차,998cc,흰색,없음,없음,없음,사고있음,없음,없음,있음,6회,많음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,기아,올 뉴 모닝(JA),터보 프레스티지,11900000,17년09월(17년형),"16,340km",가솔린,오토,12.2Km,경차,0cc,검정색,정보없음,없음,없음,사고없음,없음,없음,없음,없음,짧음,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
39,기아,올 뉴 모닝(JA),럭셔리,11900000,20년04월(20년형),"3,003km",가솔린,오토,15.4Km,경차,0cc,진주색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,기아,더 뉴 모닝,럭셔리,7200000,15년03월(16년형),"70,196km",가솔린,오토,정보없음,경차,998cc,밀크베이지,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,기아,더 뉴 모닝,럭셔리,7800000,15년02월(16년형),"39,000km",가솔린,오토,정보없음,경차,998cc,회색,없음,없음,없음,사고없음,없음,없음,있음,3회,짧음,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
42,기아,뉴모닝,SLX 고급형 블랙프리미엄,2800000,09년05월(09년형),"61,963km",가솔린,오토,정보없음,경차,999cc,회색,없음,없음,없음,사고있음,없음,없음,없음,5회,짧음,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
43,기아,뉴모닝,LX 기본형,1900000,08년12월(09년형),"71,486km",가솔린,오토,정보없음,경차,999cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
44,기아,all new 모닝,디럭스 트렌디,5900000,13년09월(13년형),"38,453km",가솔린,오토,17.0Km,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
45,기아,더 뉴 모닝,럭셔리,7300000,15년04월(16년형),"28,328km",가솔린,오토,정보없음,경차,998cc,회색,없음,없음,없음,사고없음,없음,없음,없음,4회,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
46,기아,더 뉴 모닝,럭셔리,6900000,16년03월(16년형),"27,854km",가솔린,오토,정보없음,경차,998cc,은색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
47,기아,뉴모닝,LPI SLX 고급형 블랙프리미엄,3300000,10년01월(10년형),"112,430km",LPG,오토,정보없음,경차,999cc,회색,없음,없음,없음,사고있음,없음,없음,없음,4회,보통,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
48,기아,올 뉴 모닝(JA),럭셔리,10300000,19년07월(20년형),"5,991km",가솔린,오토,15.4Km,경차,998cc,검정색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
49,기아,all new 모닝,디럭스 트렌디,4300000,14년09월(15년형),"89,488km",가솔린,오토,정보없음,경차,998cc,보라색,없음,없음,없음,사고있음,없음,없음,없음,2회,많음,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
50,기아,all new 모닝,디럭스 스페셜,4800000,11년08월(12년형),"30,000km",가솔린,오토,17.0Km,경차,998cc,빨강색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
51,기아,all new 모닝,디럭스 스페셜,3200000,11년02월(12년형),"74,326km",가솔린,오토,17.0Km,경차,998cc,회색,없음,없음,없음,사고있음,없음,없음,있음,4회,보통,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
52,기아,더 뉴 모닝,디럭스,6800000,15년03월(16년형),"47,419km",가솔린,오토,정보없음,경차,998cc,검정색,없음,없음,없음,사고없음,없음,없음,없음,4회,보통,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1
53,기아,all new 모닝,럭셔리,4800000,12년03월(12년형),"123,830km",가솔린,오토,정보없음,경차,"123,830cc",쥐색,없음,없음,없음,사고있음,없음,없음,없음,3회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,기아,all new 모닝,디럭스,4800000,13년11월(14년형),"74,167km",가솔린,오토,17.0Km,경차,"1,000cc",은색,없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
55,기아,뉴모닝,SLX 뷰티 기본형,2400000,09년01월(09년형),"79,969km",가솔린,오토,정보없음,경차,999cc,파랑색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
56,기아,all new 모닝,디럭스 트렌디,4950000,13년10월(14년형),"115,000km",가솔린,오토,17.0Km,경차,998cc,진주색,없음,없음,없음,사고없음,없음,없음,없음,2회,많음,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
57,기아,all new 모닝,스마트,3600000,12년12월(13년형),"100,000km",가솔린,오토,17.0Km,경차,998cc,회색,없음,없음,없음,사고있음,없음,없음,있음,3회,많음,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
58,기아,all new 모닝,럭셔리 스포츠,5500000,11년07월(12년형),"54,522km",가솔린,오토,정보없음,경차,0cc,노랑색,정보없음,없음,1 건,사고있음,없음,없음,없음,7회,짧음,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
59,기아,뉴모닝,SLX 고급형,3000000,09년05월(09년형),"151,107km",가솔린,오토,정보없음,경차,999cc,흰색,없음,없음,없음,사고있음,없음,없음,있음,1회,많음,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
60,기아,all new 모닝,디럭스 스페셜,4900000,11년09월(12년형),"74,605km",가솔린,오토,17.0Km,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,2회,보통,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
61,기아,뉴모닝,LX 고급형 블랙프리미엄,1590000,10년11월(11년형),"97,695km",가솔린,오토,정보없음,경차,999cc,회색,없음,없음,없음,사고있음,없음,없음,없음,3회,보통,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
62,기아,all new 모닝,디럭스 스페셜,3300000,13년05월(13년형),"91,989km",가솔린,오토,17.0Km,경차,998cc,보라색,없음,없음,없음,사고있음,없음,없음,없음,3회,많음,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
63,기아,올 뉴 모닝(JA),럭셔리,9500000,19년02월(19년형),"24,000km",가솔린,오토,16.0Km,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
64,기아,더 뉴 모닝,럭셔리,7100000,15년07월(16년형),"57,997km",가솔린,오토,정보없음,경차,998cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
65,기아,더 뉴 모닝,럭셔리,6600000,15년12월(16년형),"13,908km",가솔린,오토,정보없음,경차,998cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
66,기아,더 뉴 모닝,럭셔리,5500000,15년03월(16년형),"75,600km",가솔린,오토,정보없음,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,3회,많음,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
67,기아,all new 모닝,럭셔리,5300000,13년09월(14년형),"79,526km",가솔린,오토,정보없음,경차,998cc,진주색,없음,없음,없음,사고없음,없음,없음,없음,3회,보통,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
68,기아,all new 모닝,디럭스,3500000,11년03월(12년형),"109,542km",가솔린,오토,17.0Km,경차,998cc,회색,없음,없음,없음,사고있음,없음,없음,없음,6회,많음,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1
69,기아,더 뉴 모닝,럭셔리,5500000,15년10월(16년형),"68,890km",가솔린,오토,정보없음,경차,0cc,흰색,정보없음,없음,없음,사고있음,없음,없음,없음,2회,많음,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
70,기아,뉴모닝,LX 고급형,3100000,09년01월(09년형),"52,497km",가솔린,오토,정보없음,경차,999cc,흰색,없음,없음,없음,사고없음,없음,없음,없음,4회,짧음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71,기아,all new 모닝,디럭스,5200000,14년06월(15년형),"51,774km",가솔린,오토,정보없음,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,2회,보통,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
72,기아,all new 모닝,스마트 바이퓨얼 트렌디,4290000,14년04월(15년형),"98,856km",가솔린+LPG,수동,정보없음,경차,998cc,파랑색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
73,기아,더 뉴 모닝,바이퓨얼 스마트,6390000,16년09월(16년형),"83,367km",LPG,오토,정보없음,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,있음,3회,많음,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
74,기아,all new 모닝,디럭스 스페셜,6300000,11년02월(12년형),"60,629km",가솔린,오토,17.0Km,경차,998cc,진주색,없음,없음,없음,사고있음,없음,없음,없음,5회,짧음,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
