,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
59,기아,모닝,SLX 고급형,3000000,9,151107,가솔린,오토,16.7,경차,999,흰색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.8581059197428436
60,기아,모닝,디럭스 스페셜,4900000,11,74605,가솔린,오토,17.0,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.15854541347437107
61,기아,모닝,LX 고급형 블랙프리미엄,1590000,10,97695,가솔린,오토,16.7,경차,999,회색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.3772534533420784
62,기아,모닝,디럭스 스페셜,3300000,13,91989,가솔린,오토,17.0,경차,998,보라색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.7476489977004531
63,기아,모닝,럭셔리,9500000,19,24000,가솔린,오토,16.0,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1.535127391175615
64,기아,모닝,럭셔리,7100000,15,57997,가솔린,오토,16.7,경차,998,흰색,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.6514720148364918
65,기아,모닝,럭셔리,6600000,15,13908,가솔린,오토,16.7,경차,998,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.46737714476584113
66,기아,모닝,럭셔리,5500000,15,75600,가솔린,오토,16.7,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.06236843061040971
67,기아,모닝,럭셔리,5300000,13,79526,가솔린,오토,16.7,경차,998,진주색,0,없음,없음,사고없음,없음,없음,없음,3,보통,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,-0.011269517417850546
68,기아,모닝,디럭스,3500000,11,109542,가솔린,오토,17.0,경차,998,회색,0,없음,없음,사고있음,없음,없음,없음,6,많음,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,-0.6740110496721928
69,기아,모닝,럭셔리,5500000,15,68890,가솔린,오토,16.7,경차,0,흰색,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.06236843061040971
70,기아,모닝,LX 고급형,3100000,9,52497,가솔린,오토,16.7,경차,999,흰색,0,없음,없음,사고없음,없음,없음,없음,4,짧음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8212869457287134
71,기아,모닝,디럭스,5200000,14,51774,가솔린,오토,16.7,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.04808849143198068
72,기아,모닝,스마트 바이퓨얼 트렌디,4290000,14,98856,가솔린+LPG,수동,16.7,경차,998,파랑색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.38314115496056483
