,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
79,기아,k7,3.0 GDI 노블레스,7200000,11,180706,가솔린,오토,11.6,대형,2999,검정색,0,없음,없음,사고있음,없음,없음,없음,12,많음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-1.0490511241676888
80,기아,k7,2.4 GDI 럭셔리,6900000,11,119730,가솔린,오토,11.6,대형,0,흰색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,-1.0843484762502322
81,기아,k7,3.0 LPI 렌터카 럭셔리,11800000,16,159408,LPG,오토,11.6,대형,3342,검정,0,없음,1 건,사고없음,없음,없음,있음,1,많음,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,-0.507825058902023
82,기아,k7,3.3 GDI 노블레스 스페셜,21970000,17,73783,가솔린,오토,9.7,대형,3342,쥐색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.6887551766961991
83,기아,k7,노블레스 기본형,22500000,18,45000,하이브리드(가솔린),오토,16.2,대형,2400,파랑색,0,없음,없음,사고없음,없음,없음,있음,0,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.7511138320420259
84,기아,k7,3.0 GDI 럭셔리,5500000,11,222097,가솔린,오토,11.6,대형,3000,흰색,0,없음,없음,사고있음,없음,없음,없음,5,많음,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,-1.249069452635435
85,기아,k7,2.4 GDI 프레스티지,10400000,13,112764,가솔린,오토,11.3,대형,2400,회색,0,없음,없음,사고없음,없음,없음,있음,10,보통,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,-0.6725460352872256
86,기아,k7,2.4 GDi 리미티드,21900000,17,69746,가솔린,오토,11.1,대형,0,검정색,0,없음,1 건,사고있음,없음,없음,없음,1,많음,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.680519127876939
87,기아,k7,2.4 GDI 프레스티지 일반형,16590000,16,48000,가솔린,오토,11.6,대형,2399,검정색,0,없음,없음,사고있음,없음,없음,있음,1,짧음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.05575599601592038
88,기아,k7,2.2 디젤 리미티드 에디션,25400000,17,46811,디젤,오토,11.6,대형,2199,검정색,0,없음,없음,사고없음,없음,없음,없음,0,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0923215688399457
89,기아,k7,2.4 GDi 리미티드,26500000,18,28159,가솔린,오토,11.1,대형,2359,검정색,0,없음,없음,사고없음,없음,없음,없음,1,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.2217451931426049
90,기아,k7,3.3 GDI 노블레스 스페셜,22900000,17,53716,가솔린,오토,9.7,대형,3298,쥐색,0,없음,없음,사고없음,없음,없음,있음,1,보통,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0.7981769681520837
91,기아,k7,3.3 GDI 노블레스 스페셜,18900000,16,100000,가솔린,오토,9.7,대형,3300,검정색,0,없음,없음,사고없음,없음,없음,없음,0,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.32754560705150476
92,기아,k7,LPI VG270 럭셔리,3600000,10,320893,LPG,오토,11.6,대형,0,검정,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.4726193491582098
93,기아,k7,2.4 GDI 프레스티지 스페셜,11800000,13,83713,가솔린,오토,11.3,대형,2359,은색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.507825058902023
94,기아,k7,2.4 GDi 리미티드,24900000,17,41800,가솔린,오토,11.1,대형,2400,흰색,0,없음,없음,사고없음,없음,없음,있음,1,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0334926487023732
95,기아,k7,3.0 GDI 프레스티지,10000000,13,157514,가솔린,오토,10.4,대형,9999,검정색,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,-0.7196091713972835
96,기아,k7,LPI 3.0 프레스티지,12000000,14,137400,LPG,오토,11.6,대형,3000,검정색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.484293490846994
98,기아,k7,2.4 GDI 럭셔리,6700000,11,142624,가솔린,오토,11.6,대형,2359,흰색,0,없음,없음,사고있음,없음,없음,없음,0,보통,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1078800443052612
99,기아,k7,2.4 GDI 럭셔리,9400000,11,93042,가솔린,오토,11.6,대형,2359,진주색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.7902038755623704
100,기아,k7,2.4 GDI 프레스티지,13900000,15,119878,가솔린,오토,11.3,대형,2359,검정,0,없음,없음,사고없음,없음,없음,있음,2,많음,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,-0.260743594324219
101,기아,k7,VG270 럭셔리 프리미엄,5500000,9,220195,가솔린,오토,11.6,대형,2656,검정,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-1.249069452635435
102,기아,k7,VG270 럭셔리,4300000,10,202020,가솔린,오토,11.6,대형,2656,검정,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3902588609656086
103,기아,k7,VG350 노블레스 프리미엄,7300000,10,129650,가솔린,오토,11.6,대형,3470,검정색,0,없음,없음,사고있음,없음,없음,없음,6,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-1.0372853401401743
104,기아,k7,2.4 GDI 프레스티지 일반형,17990000,16,95241,가솔린,오토,11.6,대형,2398,검정,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.22047697240112302
105,기아,k7,VG270 럭셔리,5300000,10,127000,가솔린,오토,11.6,대형,2700,검정색,0,없음,없음,사고있음,없음,없음,없음,0,보통,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,-1.2726010206904639
106,기아,k7,2.4 GDI 프레스티지 일반형,18500000,16,56525,가솔린,오토,11.6,대형,2359,검정색,0,없음,없음,사고있음,없음,없음,있음,0,보통,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0.28048247094144685
