,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
17,기아,k5,1.7 디젤 SX 프레스티지,13500000,17,58816,디젤,오토,13.2,중형,1700,회색,0,없음,없음,사고있음,없음,없음,없음,1,많음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.47191472747646623
18,기아,k5,가솔린 2.0 프레스티지,5500000,10,165128,가솔린,오토,13.2,중형,1998,회색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.924975753950778
19,기아,k5,가솔린 2.0 프레스티지,10500000,12,115249,가솔린,오토,11.9,중형,1995,검정,0,없음,1 건,사고있음,없음,없음,없음,7,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05191920305875034
20,기아,k5,렌터카 2.0 LPI MX 럭셔리,7900000,16,116979,LPG,오토,13.2,중형,1999,회색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5059086095226047
21,기아,k5,2.0 LPI 럭셔리,6900000,11,159232,LPG,오토,13.2,중형,1998,회색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805199197010102
22,기아,k5,트렌디,8290000,13,155726,가솔린,오토,11.9,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.43781019855302655
23,기아,k5,2.0 가솔린 MX 디럭스,9200000,15,140000,가솔린,오토,12.6,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,-0.2789139062906775
24,기아,k5,1.7 디젤 SX 디럭스,9600000,15,100000,디젤,오토,16.8,중형,1700,흰색,0,없음,없음,사고없음,없음,없음,있음,2,많음,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,-0.20906938221931531
25,기아,k5,가솔린 2.0 프레스티지,6900000,10,87436,가솔린,오토,13.2,중형,1998,은색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.6805199197010102
26,기아,k5,가솔린 2.0 럭셔리,5500000,12,142762,가솔린,오토,13.2,중형,2000,파랑색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,-0.924975753950778
27,기아,k5,2.0 가솔린 MX 스타일 에디션,17000000,18,8847,가솔린,오토,11.6,중형,1998,검정색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1.0830543131008856
28,기아,k5,터보 GDI 노블레스,9500000,13,149728,가솔린,오토,13.2,중형,1991,흰색,0,없음,없음,사고있음,없음,없음,없음,3,많음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.22653051323715587
29,기아,k5,트렌디,7900000,13,149000,가솔린,오토,11.9,중형,0,검정색,0,없음,없음,사고있음,없음,없음,있음,4,많음,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5059086095226047
30,기아,k5,1.7 디젤 MX 노블레스,12900000,16,53041,디젤,오토,13.2,중형,1685,흰색,0,없음,없음,사고있음,없음,없음,없음,5,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.3671479413694229
31,기아,k5,가솔린 2.0 노블레스,6300000,10,126429,가솔린,오토,13.2,중형,0,흰색,0,없음,1 건,사고있음,없음,없음,없음,7,보통,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,-0.7852867058080536
32,기아,k5,렌터카 2.0 LPI MX 프레스티지,11300000,15,127109,LPG,오토,13.2,중형,0,검정색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.08776984508397408
33,기아,k5,렌터카 2.0 LPI MX 럭셔리,7600000,15,137745,LPG,오토,13.2,중형,1999,흰색,0,없음,없음,사고없음,없음,없음,없음,0,많음,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.5582920025761263
34,기아,k5,2.0 LPI 프레스티지,4500000,10,179992,LPG,오토,13.2,중형,1998,은색,0,없음,없음,사고있음,없음,없음,있음,5,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0995870641291836
35,기아,k5,1.6 터보 가솔린 SX 럭셔리,9600000,15,143248,가솔린,오토,12.8,중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.20906938221931531
36,기아,k5,프레스티지,8300000,11,74945,하이브리드(가솔린),오토,13.2,중형,0,회색,0,없음,1 건,사고있음,없음,없음,없음,3,짧음,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,-0.4360640854512425
37,기아,k5,2.0 가솔린 MX 럭셔리,9800000,15,126320,가솔린,오토,12.1,중형,1999,쥐색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.1741471201836342
38,기아,k5,LPI 럭셔리 경제형,7400000,13,115000,LPG,오토,13.2,중형,1999,은색,0,없음,없음,사고있음,없음,없음,있음,3,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.5932142646118075
39,기아,k5,가솔린 2.4 GDI 노블레스,6300000,11,40994,가솔린,오토,13.2,중형,2359,다크블루,0,없음,없음,사고있음,없음,없음,없음,3,짧음,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,-0.7852867058080536
40,기아,k5,가솔린 2.0 프레스티지,6300000,11,143041,가솔린,오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,-0.7852867058080536
41,기아,k5,2.0 LPI 디럭스,3800000,11,182000,LPG,오토,13.2,중형,1999,흰색,0,없음,없음,사고없음,없음,없음,있음,5,많음,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.2218149812540673
42,기아,k5,가솔린 2.0 스마트 스페셜,6800000,12,102421,가솔린,오토,11.9,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.6979810507188507
43,기아,k5,럭셔리 기본형,4800000,13,206771,가솔린,오토,13.2,중형,1998,쥐색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0472036710756618
44,기아,k5,1.7 디젤 프레스티지,18380000,18,26356,디젤,오토,16.1,중형,1685,검정색,0,없음,없음,사고없음,없음,없음,없음,0,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.3240179211470853
45,기아,k5,2.0 노블레스 스페셜,14500000,16,133523,하이브리드(가솔린),오토,17.0,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0.6465260376548718
46,기아,k5,LPI 디럭스 기본형,8500000,13,94531,LPG,오토,13.2,중형,1999,은색,0,없음,없음,사고있음,없음,없음,있음,1,보통,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,-0.40114182341556137
47,기아,k5,2.0 LPI 디럭스,5700000,11,40000,가솔린,오토,13.2,중형,0,회색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8900534919150969
48,기아,k5,LPI 프레스티지 경제형,10700000,13,100000,LPG,오토,13.2,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,없음,5,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.016996941023069236
49,기아,k5,가솔린 2.0 프레스티지,7300000,12,133990,가솔린,오토,11.9,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,2,보통,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.610675395629648
50,기아,k5,2.0 가솔린 MX 럭셔리,12700000,16,38615,가솔린,오토,12.1,중형,1999,검정,0,없음,없음,사고있음,없음,없음,있음,1,짧음,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3322256793337418
51,기아,k5,LPI 럭셔리 경제형,6300000,13,168736,LPG,오토,13.2,중형,1999,검정색,0,없음,없음,사고없음,없음,없음,있음,3,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7852867058080536
52,기아,k5,장애인전용 2.0 LPI,8590000,13,150752,LPG,오토,13.2,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.3854268054995049
53,기아,k5,2.0 LPI 프레스티지,9300000,14,121361,LPG,오토,13.2,중형,1999,검정,0,없음,1 건,사고없음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.261452775272837
54,기아,k5,럭셔리,10800000,13,74570,하이브리드(가솔린),오토,16.8,중형,0,은색,0,없음,1 건,사고있음,없음,없음,없음,1,짧음,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0004641899947713189
56,기아,k5,2.0 가솔린 MX 노블레스,17990000,16,38485,가솔린,오토,12.1,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.2559195101775071
57,기아,k5,가솔린 2.0 럭셔리,5690000,11,86815,가솔린,오토,13.2,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,7,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.8917996050168809
58,기아,k5,2.0 LPI 프레스티지,7900000,12,112895,LPG,오토,13.2,중형,1999,검정색,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.5059086095226047
59,기아,k5,2.0 LPI 디럭스,5990000,13,147341,LPG,오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8394162119633592
60,기아,k5,가솔린 2.0 프레스티지,7990000,10,141536,가솔린,오토,13.2,중형,1998,검정색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.49019359160654824
62,기아,k5,가솔린 2.0 프레스티지,6800000,11,105144,가솔린,오토,13.2,중형,1998,남색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.6979810507188507
63,기아,k5,2.0 가솔린 MX 시그니처,14500000,17,122864,가솔린,오토,11.6,중형,0,검정색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6465260376548718
64,기아,k5,프레스티지,6900000,14,3524,가솔린,오토,13.2,중형,1999,검정,0,없음,없음,사고있음,없음,없음,있음,4,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805199197010102
65,기아,k5,2.0 LPI 프레스티지,7300000,13,170762,LPG,오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,0,많음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.610675395629648
66,기아,k5,렌터카 2.0 LPI MX 럭셔리,6600000,15,130000,LPG,오토,13.2,중형,0,회색,0,없음,1 건,사고있음,없음,없음,있음,2,많음,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7329033127545319
67,기아,k5,가솔린 2.0 스마트 스페셜,5200000,10,155835,가솔린,오토,13.2,중형,1998,검정색,0,없음,없음,사고있음,없음,없음,있음,6,보통,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.9773591470042996
68,기아,k5,1.6 터보 가솔린 SX 프레스티지,18000000,17,46657,가솔린,오토,13.2,중형,0,검정색,0,없음,1 건,사고있음,없음,없음,없음,2,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257665623279291
69,기아,k5,2.0 터보 가솔린 SX 노블레스,15900000,16,81278,가솔린,오토,10.4,중형,0,파랑색,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8909818719046395
70,기아,k5,2.0 노블레스 스페셜,16300000,16,92380,하이브리드(가솔린),오토,17.0,중형,1999,흰색,0,없음,없음,사고없음,없음,없음,없음,2,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.9608263959760017
71,기아,k5,가솔린 2.0 디럭스,6300000,10,115099,가솔린,오토,13.2,중형,0,은색,0,없음,1 건,사고있음,없음,없음,없음,1,짧음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7852867058080536
72,기아,k5,가솔린 2.0 디럭스,6200000,11,149000,가솔린,오토,13.2,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,3,보통,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.8027478368258941
73,기아,k5,1.6 터보 가솔린 SX 럭셔리,12400000,16,82978,가솔린,오토,12.8,중형,1600,검정색,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.2798422862802202
74,기아,k5,LPI 디럭스 기본형,13500000,15,113269,LPG,오토,13.2,중형,1999,쥐색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.47191472747646623
75,기아,k5,2.0 가솔린 SX 럭셔리,12300000,16,52323,가솔린,오토,12.1,중형,1998,검정,0,없음,1 건,사고없음,없음,없음,있음,1,보통,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.2623811552623796
76,기아,k5,가솔린 2.0 프레스티지,7000000,11,120905,가솔린,오토,13.2,중형,1998,은색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6630587886831697
77,기아,k5,가솔린 2.0 프레스티지,6800000,11,101981,가솔린,오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.6979810507188507
78,기아,k5,렌터카 2.0 LPI MX 노블레스,14900000,17,43545,LPG,오토,9.4,중형,1999,흰색,0,없음,없음,사고없음,없음,없음,없음,1,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.716370561726234
79,기아,k5,LPI 디럭스 기본형,8500000,15,111000,LPG,오토,13.2,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,-0.40114182341556137
80,기아,k5,가솔린 2.0 스마트,4500000,12,185000,가솔린,오토,12.2,중형,1998,검정색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-1.0995870641291836
81,기아,k5,럭셔리 트렌디,9300000,14,125893,가솔린,오토,11.9,중형,1999,검정색,0,없음,1 건,사고있음,없음,없음,없음,3,많음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.261452775272837
82,기아,k5,가솔린 2.0 프레스티지,8000000,12,131391,가솔린,오토,11.9,중형,1991,진주색,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.48844747850476417
83,기아,k5,트렌디,9900000,15,109000,가솔린,오토,13.2,중형,1999,검정색,0,없음,없음,사고있음,없음,없음,없음,2,많음,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,-0.15668598916579365
84,기아,k5,2.0 노블레스,15500000,17,96833,하이브리드(가솔린),오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.8211373478332773
85,기아,k5,2.0 가솔린 MX 프레스티지,14880000,16,41552,가솔린,오토,12.1,중형,1999,검정색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.7128783355226659
86,기아,k5,500H 프레스티지,14900000,15,55183,하이브리드(가솔린),오토,16.8,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.716370561726234
87,기아,k5,가솔린 2.4 GDI 노블레스,8100000,10,86840,가솔린,오토,13.2,중형,2359,흰색,0,없음,1 건,사고있음,없음,없음,없음,2,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4709863474869236
88,기아,k5,1.6 터보 가솔린 SX 럭셔리,14000000,15,47158,가솔린,오토,12.8,중형,1591,흰색,0,없음,없음,사고없음,없음,없음,없음,3,짧음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.559220382565669
89,기아,k5,500H 노블레스,8700000,13,171547,하이브리드(가솔린),오토,16.8,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,0,많음,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,-0.3662195613798803
90,기아,k5,럭셔리,6500000,11,113599,하이브리드(가솔린),오토,13.2,중형,1999,은색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7503644437723724
91,기아,k5,2.0 LPI 디럭스,6100000,11,84722,LPG,오토,13.2,중형,1999,검정색,0,없음,없음,사고있음,없음,없음,있음,3,짧음,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.8202089678437346
92,기아,k5,2.0 가솔린 MX 프레스티지,12800000,16,85217,가솔린,오토,12.1,중형,1999,은색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.3496868103515824
93,기아,k5,가솔린 2.0 터보 GDI 프레스티지,5500000,12,260000,가솔린,오토,10.3,중형,2000,회색,0,없음,없음,사고없음,없음,없음,없음,3,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.924975753950778
94,기아,k5,가솔린 2.0 디럭스,5800000,10,124261,가솔린,오토,13.2,중형,1998,검정색,0,없음,없음,사고있음,없음,없음,없음,4,보통,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,-0.8725923608972563
95,기아,k5,디럭스,5200000,13,223805,기타,오토,16.8,중형,0,흰색,0,없음,없음,사고있음,없음,없음,없음,3,많음,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.9773591470042996
96,기아,k5,2.0 LPI 디럭스,8990000,12,31973,LPG,오토,13.2,중형,0,흰색,0,없음,없음,사고없음,없음,없음,있음,3,짧음,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.3155822814281427
97,기아,k5,가솔린 2.0 터보 GDI 프레스티지,6300000,11,159000,가솔린,오토,13.2,중형,1998,회색,0,없음,없음,사고있음,없음,없음,없음,10,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.7852867058080536
98,기아,k5,1.7 디젤 노블레스 스페셜,17990000,18,59320,디젤,오토,15.6,중형,0,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2559195101775071
99,기아,k5,트렌디,13900000,15,72830,가솔린,오토,13.2,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0.5417592515478284
100,기아,k5,가솔린 2.0 럭셔리,6000000,13,155165,가솔린,오토,11.9,중형,2497,다크그레이,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8376700988615752
101,기아,k5,LPI 프레스티지 경제형,8600000,14,147663,LPG,오토,13.2,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.38368069239772085
102,기아,k5,2.0 가솔린 MX 시그니처,16000000,17,70000,가솔린,오토,13.2,중형,1999,검정색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.90844300292248
103,기아,k5,2.0 가솔린 MX 럭셔리,12900000,17,50493,가솔린,오토,13.2,중형,1998,다크블루,0,없음,없음,사고없음,없음,없음,있음,1,보통,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.3671479413694229
104,기아,k5,2.0 LPI 노블레스 스페셜,18600000,18,59901,LPG,오토,9.4,중형,1999,검정색,0,없음,없음,사고있음,없음,없음,있음,1,많음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1.3624324093863345
105,기아,k5,렌터카 2.0 LPI SX 럭셔리,8900000,15,122633,LPG,오토,13.2,중형,1999,흰색,0,없음,1 건,사고없음,없음,없음,있음,3,많음,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,-0.3312972993441992
106,기아,k5,2.0 가솔린 SX 프레스티지,15900000,17,60489,가솔린,오토,13.2,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.8909818719046395
107,기아,k5,프레스티지,9400000,11,100670,하이브리드(가솔린),오토,13.2,중형,1999,진주색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.24399164425499642
