,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
37,현대,아반떼,4800000,11,145240,가솔린,오토,14.3,준중형,1591,검정색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,-0.8080617941578384
38,현대,아반떼,5700000,13,114235,가솔린,오토,14.0,준중형,1565,흰색,0,없음,없음,사고있음,없음,없음,있음,4,보통,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5812773339076018
39,현대,아반떼,6200000,13,95070,가솔린,오토,14.3,준중형,0,흰색,0,없음,1 건,사고있음,없음,없음,있음,1,보통,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4552859671019148
40,현대,아반떼,3700000,8,152466,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0852428011303497
41,현대,아반떼,3500000,8,167048,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1356393478526245
42,현대,아반떼,3300000,6,115000,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1860358945748992
43,현대,아반떼,3900000,9,99670,하이브리드(LPG),오토,14.3,준중형,1591,은색,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,-1.034846254408075
44,현대,아반떼,1300000,2,116567,가솔린,오토,14.3,준중형,1495,흰색,0,없음,없음,사고있음,없음,없음,없음,6,짧음,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.6900013617976473
45,현대,아반떼,7800000,12,59370,가솔린,오토,14.0,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-0.05211359332371647
46,현대,아반떼,11000000,15,64900,가솔린,오토,13.7,준중형,1600,은색,0,없음,없음,사고있음,없음,없음,있음,2,보통,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0.7542311542326803
48,현대,아반떼,11300000,16,87800,디젤,오토,18.4,준중형,1582,회색,0,없음,없음,사고없음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8298259743160924
49,현대,아반떼,2800000,7,129940,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,-1.3120272613805863
50,현대,아반떼,2800000,9,171464,가솔린,오토,15.8,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.3120272613805863
51,현대,아반떼,7750000,12,55304,가솔린,오토,14.3,준중형,1587,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.06471273000428517
52,현대,아반떼,7100000,15,99955,LPG,오토,14.3,준중형,0,회색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22850150685167825
53,현대,아반떼,8800000,15,115000,가솔린,오토,14.3,준중형,1600,은색,0,없음,없음,사고있음,없음,없음,있음,1,많음,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.1998691402876575
54,현대,아반떼,4500000,10,98301,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,-0.8836566142412505
55,현대,아반떼,7500000,12,42527,가솔린,오토,14.3,준중형,1591,흰색,0,없음,1 건,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-0.12770841340712866
56,현대,아반떼,12800000,17,52425,가솔린,오토,13.1,준중형,1591,빨강색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1.2078000747331534
57,현대,아반떼,4300000,11,136000,하이브리드(LPG),오토,14.3,준중형,1600,은색,0,없음,없음,사고있음,없음,없음,있음,7,보통,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.9340531609635253
58,현대,아반떼,9500000,15,53186,가솔린,오토,13.1,준중형,1600,흰색,0,없음,없음,사고없음,없음,없음,없음,3,짧음,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0.3762570538156193
59,현대,아반떼,3800000,10,34913,가솔린,오토,14.3,준중형,1600,검정,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.0600445277692123
60,현대,아반떼,9490000,15,87959,디젤,오토,18.4,준중형,1582,은색,0,없음,없음,사고있음,없음,없음,있음,1,보통,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.3737372264795055
61,현대,아반떼,7800000,14,70808,가솔린,오토,14.3,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.05211359332371647
62,현대,아반떼,3300000,7,120844,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1.1860358945748992
63,현대,아반떼,8200000,14,52160,가솔린,오토,14.0,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.04867950012083312
64,현대,아반떼,7700000,14,90241,가솔린,오토,14.0,준중형,1600,회색,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,-0.07731186668485386
65,현대,아반떼,11500000,17,28190,가솔린,오토,13.1,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.8802225210383672
