,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
96,현대,쏘나타,6900000,13,140457,가솔린,오토,11.9,중형,1999,흰색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.2816183553720978
97,현대,쏘나타,5900000,11,160583,가솔린,오토,12.5,중형,1998,흰색,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.44989207015795735
98,현대,쏘나타,4500000,12,160000,가솔린,오토,11.9,중형,0,은색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,-0.6854752708581607
100,현대,쏘나타,13900000,16,62836,가솔린,오토,12.5,중형,1999,다크그레이,0,없음,없음,사고있음,없음,없음,있음,1,보통,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.8962976481289191
101,현대,쏘나타,10800000,16,97388,LPG,오토,12.5,중형,1999,검정색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0.3746491322927545
102,현대,쏘나타,14900000,16,19133,가솔린,오토,12.6,중형,2000,다크그레이,0,없음,없음,사고없음,없음,없음,있음,2,짧음,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1.0645713629147786
103,현대,쏘나타,15990000,16,24000,디젤,오토,16.5,중형,1685,검정색,0,없음,없음,사고있음,없음,없음,없음,2,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1.2479897120313657
104,현대,쏘나타,8900000,15,122623,LPG,오토,12.5,중형,2000,회색,0,없음,없음,사고있음,없음,없음,있음,2,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05492907419962134
105,현대,쏘나타,1500000,8,217768,LPG,오토,12.5,중형,1991,은색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1902964152157394
106,현대,쏘나타,5990000,9,110737,가솔린,오토,12.5,중형,2000,흰색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43474743582722997
107,현대,쏘나타,8200000,14,126912,LPG,오토,12.5,중형,1999,다크그레이,0,없음,없음,사고있음,없음,없음,있음,5,많음,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.06286252615048035
108,현대,쏘나타,2700000,6,68825,가솔린,오토,12.5,중형,1998,은색,0,없음,없음,사고있음,없음,없음,없음,5,짧음,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.9883679574727079
109,현대,쏘나타,10800000,17,156076,LPG,오토,9.5,중형,2000,흰색,0,없음,없음,사고없음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3746491322927545
110,현대,쏘나타,11600000,16,91600,디젤,오토,16.5,중형,1685,회색,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.5092681041214422
111,현대,쏘나타,2990000,9,159579,가솔린,오토,12.5,중형,2000,은색,0,없음,없음,사고있음,없음,없음,없음,5,보통,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-0.9395685801848086
112,현대,쏘나타,13300000,17,108395,가솔린,오토,12.5,중형,1999,검정색,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.7953334192574034
113,현대,쏘나타,5300000,11,193669,LPG,오토,12.5,중형,0,회색,0,없음,없음,사고있음,없음,없음,없음,1,많음,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5508562990294731
114,현대,쏘나타,1400000,5,204903,LPG,오토,12.5,중형,2000,검정색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.2071237866943254
115,현대,쏘나타,12500000,15,70741,가솔린,오토,12.6,중형,2000,검정색,0,없음,없음,사고있음,없음,없음,있음,1,보통,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.6607144474287158
116,현대,쏘나타,4800000,12,150000,LPG,오토,12.5,중형,0,진주색,0,없음,없음,사고있음,없음,없음,없음,1,많음,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.6349931564224028
