,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
47,쌍용,뉴코란도 C,11300000,16년10월(17년형),"86,696km",디젤,오토,정보없음,SUV,"2,157cc",흰색,없음,1 건,2 건,사고있음,없음,없음,없음,없음,많음,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
48,쌍용,코란도 스포츠,6900000,13년02월(13년형),"189,365km",디젤,오토,정보없음,트럭,"1,998cc",빨강색,없음,없음,없음,사고있음,없음,없음,없음,없음,많음,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
49,쌍용,더 뉴 코란도 스포츠,16700000,17년05월(17년형),"53,209km",디젤,오토,정보없음,트럭,"2,157cc",검정색,없음,없음,없음,사고없음,없음,없음,없음,없음,보통,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
50,쌍용,뉴코란도밴,2000000,01년04월(01년형),"230,079km",디젤,오토,정보없음,SUV,"2,874cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,5회,짧음,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,쌍용,코란도 스포츠,10300000,13년11월(14년형),"95,389km",디젤,오토,정보없음,트럭,0cc,회색,없음,없음,1 건,사고있음,없음,없음,없음,1회,보통,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
52,쌍용,코란도 투리스모,9490000,13년07월(14년형),"117,722km",디젤,오토,11.3Km,SUV,"1,998cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
53,쌍용,코란도 스포츠,12500000,14년02월(14년형),"45,310km",디젤,오토,정보없음,트럭,"1,998cc",다크그레이,없음,없음,1 건,사고없음,없음,없음,없음,4회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,쌍용,코란도 스포츠,9500000,12년11월(13년형),"87,012km",디젤,오토,정보없음,트럭,"1,998cc",흰색,없음,없음,1 건,사고있음,없음,없음,없음,1회,짧음,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
55,쌍용,코란도 스포츠,14900000,16년02월(16년형),"38,226km",디젤,오토,정보없음,트럭,"1,998cc",은색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
56,쌍용,코란도 스포츠,13900000,16년07월(16년형),"47,000km",디젤,오토,정보없음,트럭,"1,998cc",다크그레이,없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
57,쌍용,뷰티플 코란도,23500000,19년09월(20년형),"8,322km",가솔린,오토,11.3Km,SUV,"1,467cc",빨강색,없음,없음,없음,사고없음,없음,없음,없음,없음,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
58,쌍용,뉴 스타일 코란도 C,10300000,17년07월(18년형),"127,000km",디젤,오토,12.4Km,SUV,"2,157cc",은색,없음,없음,없음,사고없음,없음,없음,없음,없음,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
59,쌍용,코란도 투리스모,9990000,13년08월(14년형),"79,938km",디젤,오토,11.3Km,SUV,"1,998cc",은색,없음,없음,1 건,사고있음,없음,없음,없음,3회,짧음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
60,쌍용,뉴코란도 C,8500000,14년11월(15년형),"83,350km",디젤,오토,13.3Km,SUV,0cc,흰색,정보없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
61,쌍용,코란도C,6800000,13년01월(13년형),"118,483km",디젤,오토,10.7Km,SUV,0cc,흰색,정보없음,없음,없음,사고없음,없음,없음,없음,3회,보통,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,쌍용,코란도 투리스모,7900000,13년03월(14년형),"166,747km",디젤,오토,11.3Km,SUV,"1,998cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
63,쌍용,코란도 스포츠,6400000,12년11월(13년형),"275,005km",디젤,오토,정보없음,트럭,"1,998cc",진주색,없음,없음,없음,사고있음,없음,없음,없음,2회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,쌍용,코란도C,5400000,11년04월(11년형),"145,000km",디젤,오토,정보없음,SUV,"2,000cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,보통,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
65,쌍용,뉴코란도밴,3200000,04년10월(04년형),"159,281km",디젤,오토,정보없음,SUV,"2,874cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,7회,짧음,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,쌍용,뉴 스타일 코란도 C,14900000,17년10월(18년형),"30,211km",디젤,오토,12.4Km,SUV,"2,157cc",파랑색,없음,없음,없음,사고있음,없음,없음,없음,없음,짧음,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1
