,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
42,현대,포터2,6900000,08년10월(09년형),"95,765km",디젤,수동,정보없음,트럭,"2,497cc",파랑,없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,현대,포터2,7300000,11년05월(11년형),"86,118km",디젤,수동,정보없음,특수,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,6회,짧음,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,현대,포터2,11900000,18년03월(18년형),"20,700km",디젤,오토,정보없음,트럭,"2,000cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,현대,포터2,5900000,13년02월(13년형),"177,697km",디젤,수동,정보없음,트럭,"2,197cc",흰색,없음,없음,1 건,사고없음,없음,없음,없음,1회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,현대,포터2,16900000,18년08월(18년형),"60,527km",디젤,수동,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,2회,많음,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,현대,포터2,11500000,17년02월(17년형),"163,721km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,1회,많음,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
48,현대,포터,6600000,08년06월(08년형),"78,052km",디젤,수동,정보없음,트럭,"2,607cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,2회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,현대,포터,4900000,11년01월(11년형),"178,453km",디젤,수동,정보없음,트럭,"2,476cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,6회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,현대,포터2,9990000,14년03월(15년형),"62,136km",디젤,수동,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,3회,짧음,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,현대,포터2,5500000,11년10월(12년형),"156,462km",디젤,수동,정보없음,트럭,"2,476cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,4회,보통,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,현대,포터2,17500000,19년01월(19년형),"19,106km",디젤,오토,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고있음,없음,없음,없음,없음,보통,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
53,현대,포터2,15500000,19년06월(19년형),"22,539km",디젤,오토,정보없음,트럭,"2,497cc",청색,없음,없음,없음,사고없음,없음,없음,없음,1회,많음,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
54,현대,포터2,9300000,14년06월(15년형),"109,938km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,1회,보통,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,현대,포터2,7200000,15년04월(16년형),"165,000km",디젤,오토,정보없음,트럭,"2,000cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,없음,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,현대,포터2,12200000,17년04월(17년형),"41,390km",디젤,수동,정보없음,트럭,0cc,흰색,정보없음,없음,1 건,사고없음,없음,없음,없음,1회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,현대,포터2,11800000,16년06월(17년형),"88,771km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,2회,많음,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58,현대,포터2,7700000,12년12월(13년형),"130,000km",디젤,수동,정보없음,특수,12cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,5회,보통,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
59,현대,포터2,4900000,12년09월(13년형),"261,799km",디젤,수동,정보없음,트럭,"1,998cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,현대,포터2,8700000,15년04월(16년형),"126,359km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,많음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,현대,포터2,3990000,07년11월(08년형),"140,927km",디젤,수동,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,현대,포터2,5500000,09년10월(10년형),"197,523km",디젤,오토,정보없음,트럭,"2,925cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,5회,보통,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
63,현대,포터2,5500000,10년06월(11년형),"96,976km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,7회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,현대,포터2,8200000,11년10월(12년형),"151,630km",디젤,오토,정보없음,트럭,0cc,청색,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,현대,포터2,8700000,16년01월(16년형),"141,886km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66,현대,포터2,14900000,16년06월(17년형),"58,578km",디젤,오토,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,3회,보통,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
67,현대,포터2,7850000,12년07월(13년형),"120,000km",디젤,수동,정보없음,트럭,"2,497cc",노랑색,없음,없음,없음,사고있음,없음,없음,없음,6회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,현대,포터2,6800000,10년07월(11년형),"150,116km",디젤,오토,정보없음,트럭,"2,497cc",청색,없음,없음,없음,사고없음,없음,없음,없음,없음,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,현대,포터2,12500000,17년05월(18년형),"115,890km",디젤,오토,정보없음,트럭,"2,497cc",흰색,없음,없음,1 건,사고없음,없음,없음,없음,1회,많음,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,현대,포터2,5300000,10년06월(10년형),"135,672km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
