,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
1277,르노삼성,뉴SM3,9400000,14년06월(14년형),"117,414km",가솔린,오토,15.0Km,준중형,"1,598cc",진주색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,르노삼성,뉴SM3,5000000,13년09월(14년형),"118,281km",가솔린,오토,15.0Km,준중형,0cc,은색,정보없음,없음,없음,사고있음,없음,없음,없음,없음,보통,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1279,르노삼성,뉴SM3,3900000,10년04월(10년형),"120,115km",가솔린,오토,정보없음,준중형,"1,598cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,4회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,르노삼성,뉴SM3,4400000,10년02월(10년형),"103,000km",가솔린,오토,정보없음,준중형,0cc,흰색,정보없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
1281,르노삼성,뉴SM3,4900000,12년05월(12년형),"149,000km",가솔린,오토,15.0Km,준중형,0cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,르노삼성,뉴SM3,4200000,11년04월(11년형),"129,991km",가솔린,오토,정보없음,준중형,0cc,회색,정보없음,없음,없음,사고있음,없음,없음,없음,4회,보통,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1283,르노삼성,뉴SM3,6300000,13년01월(13년형),"80,000km",가솔린,오토,15.0Km,준중형,"1,598cc",회색,없음,없음,없음,사고있음,없음,없음,없음,없음,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,르노삼성,SM3 뉴제너레이션,2700000,07년02월(07년형),"46,085km",가솔린,오토,정보없음,준중형,"1,600cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,르노삼성,뉴SM3,3500000,10년05월(11년형),"145,637km",가솔린,오토,정보없음,준중형,0cc,은색,정보없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,르노삼성,뉴SM3,2800000,09년10월(10년형),"120,000km",가솔린,오토,정보없음,준중형,0cc,검정색,정보없음,없음,없음,사고있음,20120526,없음,없음,8회,짧음,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1287,르노삼성,뉴SM3,5000000,12년08월(12년형),"81,639km",가솔린,오토,정보없음,준중형,0cc,진주색,정보없음,없음,1 건,사고있음,없음,없음,없음,4회,짧음,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1288,르노삼성,SM3 네오,10800000,18년02월(18년형),"38,123km",디젤,오토,17.2Km,준중형,0cc,회색,정보없음,없음,1 건,사고없음,없음,없음,없음,2회,많음,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,르노삼성,SM3 뉴제너레이션,2500000,06년05월(06년형),"129,165km",가솔린,오토,정보없음,준중형,"1,596cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1290,르노삼성,뉴SM3,5700000,12년08월(13년형),"65,295km",가솔린,오토,15.0Km,준중형,"1,598cc",검정,없음,없음,없음,사고있음,없음,없음,있음,3회,짧음,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
1291,르노삼성,SM3 뉴제너레이션,3300000,10년03월(10년형),"96,074km",가솔린,오토,정보없음,준중형,0cc,흰색,정보없음,없음,1 건,사고있음,없음,없음,없음,2회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,르노삼성,뉴SM3,3900000,11년08월(11년형),"82,680km",가솔린,오토,정보없음,준중형,"1,598cc",흰색,없음,없음,1 건,사고없음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,르노삼성,SM3 네오,3800000,16년11월(16년형),"228,000km",디젤,오토,17.7Km,준중형,"1,499cc",은색,없음,없음,없음,사고있음,없음,없음,있음,1회,많음,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
1294,르노삼성,SM3 뉴제너레이션,5500000,11년06월(11년형),"74,379km",가솔린,오토,정보없음,준중형,0cc,인기색상,정보없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1295,르노삼성,SM3,3100000,10년12월(10년형),"90,477km",가솔린,오토,정보없음,준중형,0cc,흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,르노삼성,뉴SM3,3990000,11년04월(11년형),"66,482km",가솔린,오토,정보없음,준중형,"1,600cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,없음,짧음,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
