,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
81,현대,NF쏘나타트랜스폼,1900000,07년11월(08년형),"277,785km",LPG,오토,정보없음,중형,"1,998cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,5회,많음,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
82,현대,NF쏘나타,2300000,07년11월(08년형),"105,852km",LPG,오토,정보없음,중형,"2,000cc",은색,없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
83,현대,쏘나타 더 브릴리언트,3400000,13년01월(13년형),"202,791km",LPG,오토,정보없음,중형,"1,999cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,6회,많음,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
84,현대,YF쏘나타,5400000,12년07월(12년형),"142,777km",가솔린,오토,정보없음,중형,"1,999cc",은색,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
85,현대,LF쏘나타,7900000,15년12월(16년형),"175,580km",디젤,오토,16.8Km,중형,"1,685cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,3회,많음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
86,현대,LF쏘나타,8200000,14년11월(15년형),"92,546km",가솔린,오토,정보없음,중형,"1,999cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,5회,보통,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
87,현대,NF쏘나타,3300000,07년02월(07년형),"84,515km",가솔린,오토,정보없음,중형,"1,998cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
88,현대,쏘나타 뉴 라이즈,19900000,18년08월(19년형),"35,335km",가솔린,오토,정보없음,중형,"1,999cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
89,현대,NF쏘나타트랜스폼,3300000,08년07월(08년형),"136,957km",가솔린,오토,정보없음,중형,"1,998cc",은색,없음,없음,없음,사고있음,없음,없음,없음,3회,짧음,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
90,현대,NF쏘나타,1800000,05년11월(06년형),"101,410km",가솔린,오토,10.8Km,중형,"1,998cc",검정,없음,없음,없음,사고없음,없음,없음,없음,4회,짧음,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,현대,YF쏘나타,5990000,11년05월(11년형),"150,943km",가솔린,오토,정보없음,중형,0cc,회색,정보없음,없음,없음,사고있음,없음,없음,없음,4회,보통,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
92,현대,YF쏘나타,4400000,10년02월(10년형),"131,888km",LPG,오토,정보없음,중형,"1,999cc",검정,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
93,현대,NF쏘나타트랜스폼,4200000,09년03월(09년형),"86,274km",가솔린,오토,정보없음,중형,"1,998cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
94,현대,YF쏘나타,3990000,09년10월(10년형),"135,665km",가솔린,오토,정보없음,중형,"1,998cc",회색,없음,없음,없음,사고있음,없음,없음,없음,1회,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
95,현대,LF쏘나타,13800000,16년01월(16년형),"41,000km",가솔린,오토,12.6Km,중형,"1,999cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,2회,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
96,현대,쏘나타 더 브릴리언트,6900000,13년02월(13년형),"140,457km",가솔린,오토,11.9Km,중형,"1,999cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
97,현대,YF쏘나타,5900000,11년01월(11년형),"160,583km",가솔린,오토,정보없음,중형,"1,998cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,3회,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
98,현대,쏘나타 더 브릴리언트,4500000,12년08월(13년형),"160,000km",가솔린,오토,11.9Km,중형,0cc,은색,없음,없음,없음,사고있음,없음,없음,없음,1회,많음,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
99,현대,쏘나타 (DN8),22000000,19년08월(20년형),"12,700km",가솔린,오토,10.3Km,중형,"1,999cc",진주펄색,없음,없음,없음,사고있음,없음,없음,없음,없음,보통,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
100,현대,LF쏘나타,13900000,16년11월(17년형),"62,836km",가솔린,오토,정보없음,중형,"1,999cc",다크그레이,없음,없음,없음,사고있음,없음,없음,있음,1회,보통,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
